check_id,product_id,check_name,impacted_metric,source_system,quality_dimension,failed_row_rate,severity,owner,status
DQ0236,PRD071,Catastrophe territory enrichment,loss_ratio,catastrophe_vendor,Completeness,13.0,High,Claims Data,Open
DQ0237,PRD072,Claims lag validation,loss_ratio,claims,Timeliness,12.2,High,Claims Data,In Review
DQ0238,PRD072,Premium transaction duplicate scan,earned_premium,billing,Accuracy,12.1,High,Claims Data,Remediation Planned
DQ0239,PRD072,Catastrophe territory enrichment,loss_ratio,catastrophe_vendor,Completeness,12.3,High,Claims Data,Open
DQ0240,PRD072,Agency appointment mapping,channel,agency_feed,Accuracy,12.5,High,Claims Data,Monitoring
DQ0241,PRD073,Premium transaction duplicate scan,earned_premium,billing,Accuracy,3.5,Low,Commercial Lines Ops,In Review
DQ0242,PRD073,Claims lag validation,loss_ratio,claims,Timeliness,0.2,Low,Commercial Lines Ops,Remediation Planned
DQ0243,PRD073,Catastrophe territory enrichment,loss_ratio,catastrophe_vendor,Completeness,0.2,Low,Commercial Lines Ops,Open
DQ0244,PRD074,Metric definition owner assigned,combined_ratio,semantic_layer,Governance,8.2,Medium,Claims Data,Remediation Planned
DQ0245,PRD074,Claims lag validation,loss_ratio,claims,Timeliness,10.4,Medium,Claims Data,Open
DQ0246,PRD074,Policy count reconciliation,exposure_count,policy_admin,Completeness,7.5,Medium,Claims Data,Monitoring
DQ0247,PRD074,Agency appointment mapping,channel,agency_feed,Accuracy,7.4,Medium,Claims Data,Remediation Planned
DQ0248,PRD075,Metric definition owner assigned,combined_ratio,semantic_layer,Governance,5.0,Low,BI Governance,In Review
DQ0249,PRD075,Agency appointment mapping,channel,agency_feed,Accuracy,6.4,Medium,BI Governance,In Review
DQ0250,PRD075,Policy count reconciliation,exposure_count,policy_admin,Completeness,5.8,Low,BI Governance,Remediation Planned
DQ0251,PRD076,Agency appointment mapping,channel,agency_feed,Accuracy,14.7,High,BI Governance,Open
DQ0252,PRD076,Catastrophe territory enrichment,loss_ratio,catastrophe_vendor,Completeness,12.1,High,BI Governance,Open
DQ0253,PRD076,Premium transaction duplicate scan,earned_premium,billing,Accuracy,7.4,Medium,BI Governance,Remediation Planned
DQ0254,PRD076,Agency appointment mapping,channel,agency_feed,Accuracy,10.3,Medium,BI Governance,Monitoring
DQ0255,PRD077,Agency appointment mapping,channel,agency_feed,Accuracy,6.1,Medium,Product Analytics,Monitoring
DQ0256,PRD077,Metric definition owner assigned,combined_ratio,semantic_layer,Governance,5.4,Low,Product Analytics,Open
DQ0257,PRD077,Claims lag validation,loss_ratio,claims,Timeliness,2.2,Low,Product Analytics,In Review
DQ0258,PRD078,Agency appointment mapping,channel,agency_feed,Accuracy,12.3,High,BI Governance,Remediation Planned
DQ0259,PRD078,Premium transaction duplicate scan,earned_premium,billing,Accuracy,12.1,High,BI Governance,Monitoring
DQ0260,PRD078,Policy count reconciliation,exposure_count,policy_admin,Completeness,9.7,Medium,BI Governance,Monitoring
DQ0261,PRD078,Agency appointment mapping,channel,agency_feed,Accuracy,12.5,High,BI Governance,In Review
DQ0262,PRD079,Agency appointment mapping,channel,agency_feed,Accuracy,9.9,Medium,BI Governance,Open
DQ0263,PRD079,Catastrophe territory enrichment,loss_ratio,catastrophe_vendor,Completeness,8.2,Medium,BI Governance,Open
DQ0264,PRD079,Claims lag validation,loss_ratio,claims,Timeliness,11.3,Medium,BI Governance,Monitoring
DQ0265,PRD080,Premium transaction duplicate scan,earned_premium,billing,Accuracy,15.3,High,Claims Data,Remediation Planned
DQ0266,PRD080,Agency appointment mapping,channel,agency_feed,Accuracy,13.0,High,Claims Data,In Review
DQ0267,PRD080,Metric definition owner assigned,combined_ratio,semantic_layer,Governance,18.7,High,Claims Data,Open
DQ0268,PRD080,Agency appointment mapping,channel,agency_feed,Accuracy,12.0,Medium,Claims Data,Open
DQ0269,PRD081,Metric definition owner assigned,combined_ratio,semantic_layer,Governance,10.8,Medium,Commercial Lines Ops,Open
DQ0270,PRD081,Agency appointment mapping,channel,agency_feed,Accuracy,9.5,Medium,Commercial Lines Ops,Remediation Planned
DQ0271,PRD081,Premium transaction duplicate scan,earned_premium,billing,Accuracy,11.4,Medium,Commercial Lines Ops,Open
DQ0272,PRD082,Metric definition owner assigned,combined_ratio,semantic_layer,Governance,14.6,High,Product Analytics,In Review
DQ0273,PRD082,Claims lag validation,loss_ratio,claims,Timeliness,13.6,High,Product Analytics,Open
DQ0274,PRD082,Premium transaction duplicate scan,earned_premium,billing,Accuracy,13.7,High,Product Analytics,Monitoring
DQ0275,PRD082,Agency appointment mapping,channel,agency_feed,Accuracy,16.0,High,Product Analytics,In Review
DQ0276,PRD083,Claims lag validation,loss_ratio,claims,Timeliness,5.2,Low,Product Analytics,In Review
DQ0277,PRD083,Premium transaction duplicate scan,earned_premium,billing,Accuracy,8.7,Medium,Product Analytics,Monitoring
DQ0278,PRD083,Policy count reconciliation,exposure_count,policy_admin,Completeness,6.6,Medium,Product Analytics,Open
DQ0279,PRD084,Metric definition owner assigned,combined_ratio,semantic_layer,Governance,10.2,Medium,Product Analytics,Open
DQ0280,PRD084,Claims lag validation,loss_ratio,claims,Timeliness,8.8,Medium,Product Analytics,Remediation Planned
DQ0281,PRD084,Catastrophe territory enrichment,loss_ratio,catastrophe_vendor,Completeness,9.8,Medium,Product Analytics,Open
DQ0282,PRD084,Agency appointment mapping,channel,agency_feed,Accuracy,9.6,Medium,Product Analytics,Open
DQ0283,PRD085,Claims lag validation,loss_ratio,claims,Timeliness,6.0,Medium,BI Governance,Remediation Planned
DQ0284,PRD085,Policy count reconciliation,exposure_count,policy_admin,Completeness,6.1,Medium,BI Governance,Remediation Planned
DQ0285,PRD085,Catastrophe territory enrichment,loss_ratio,catastrophe_vendor,Completeness,3.9,Low,BI Governance,In Review
DQ0286,PRD086,Agency appointment mapping,channel,agency_feed,Accuracy,7.3,Medium,Product Analytics,In Review
DQ0287,PRD086,Premium transaction duplicate scan,earned_premium,billing,Accuracy,12.2,High,Product Analytics,Monitoring
DQ0288,PRD086,Metric definition owner assigned,combined_ratio,semantic_layer,Governance,10.5,Medium,Product Analytics,Remediation Planned
DQ0289,PRD086,Agency appointment mapping,channel,agency_feed,Accuracy,9.2,Medium,Product Analytics,Monitoring
DQ0290,PRD087,Metric definition owner assigned,combined_ratio,semantic_layer,Governance,3.6,Low,Product Analytics,Open
DQ0291,PRD087,Premium transaction duplicate scan,earned_premium,billing,Accuracy,7.0,Medium,Product Analytics,Open
DQ0292,PRD087,Catastrophe territory enrichment,loss_ratio,catastrophe_vendor,Completeness,2.0,Low,Product Analytics,In Review
DQ0293,PRD088,Metric definition owner assigned,combined_ratio,semantic_layer,Governance,9.5,Medium,BI Governance,Open
DQ0294,PRD088,Claims lag validation,loss_ratio,claims,Timeliness,11.5,Medium,BI Governance,Remediation Planned
DQ0295,PRD088,Agency appointment mapping,channel,agency_feed,Accuracy,10.0,Medium,BI Governance,Open
DQ0296,PRD088,Agency appointment mapping,channel,agency_feed,Accuracy,8.4,Medium,BI Governance,In Review
DQ0297,PRD089,Agency appointment mapping,channel,agency_feed,Accuracy,8.5,Medium,Claims Data,Monitoring
DQ0298,PRD089,Claims lag validation,loss_ratio,claims,Timeliness,8.1,Medium,Claims Data,Open
DQ0299,PRD089,Metric definition owner assigned,combined_ratio,semantic_layer,Governance,10.6,Medium,Claims Data,Open
DQ0300,PRD090,Claims lag validation,loss_ratio,claims,Timeliness,14.3,High,BI Governance,Monitoring
DQ0301,PRD090,Metric definition owner assigned,combined_ratio,semantic_layer,Governance,15.2,High,BI Governance,Monitoring
DQ0302,PRD090,Agency appointment mapping,channel,agency_feed,Accuracy,10.2,Medium,BI Governance,Monitoring
DQ0303,PRD090,Agency appointment mapping,channel,agency_feed,Accuracy,12.5,High,BI Governance,Monitoring
DQ0304,PRD091,Metric definition owner assigned,combined_ratio,semantic_layer,Governance,2.9,Low,Product Analytics,Remediation Planned
DQ0305,PRD091,Agency appointment mapping,channel,agency_feed,Accuracy,7.2,Medium,Product Analytics,In Review
DQ0306,PRD091,Policy count reconciliation,exposure_count,policy_admin,Completeness,7.8,Medium,Product Analytics,Remediation Planned
DQ0307,PRD092,Claims lag validation,loss_ratio,claims,Timeliness,15.5,High,Claims Data,Open
DQ0308,PRD092,Agency appointment mapping,channel,agency_feed,Accuracy,14.7,High,Claims Data,Monitoring
DQ0309,PRD092,Policy count reconciliation,exposure_count,policy_admin,Completeness,15.4,High,Claims Data,Open
DQ0310,PRD092,Agency appointment mapping,channel,agency_feed,Accuracy,15.2,High,Claims Data,Remediation Planned
DQ0311,PRD093,Policy count reconciliation,exposure_count,policy_admin,Completeness,12.0,High,Claims Data,Open
DQ0312,PRD093,Claims lag validation,loss_ratio,claims,Timeliness,5.3,Low,Claims Data,Open
DQ0313,PRD093,Premium transaction duplicate scan,earned_premium,billing,Accuracy,9.6,Medium,Claims Data,Open
DQ0314,PRD094,Metric definition owner assigned,combined_ratio,semantic_layer,Governance,7.6,Medium,BI Governance,Open
DQ0315,PRD094,Agency appointment mapping,channel,agency_feed,Accuracy,12.0,High,BI Governance,Open
DQ0316,PRD094,Catastrophe territory enrichment,loss_ratio,catastrophe_vendor,Completeness,7.0,Medium,BI Governance,Remediation Planned
DQ0317,PRD094,Agency appointment mapping,channel,agency_feed,Accuracy,9.5,Medium,BI Governance,Open
DQ0318,PRD095,Catastrophe territory enrichment,loss_ratio,catastrophe_vendor,Completeness,7.4,Medium,Commercial Lines Ops,Open
DQ0319,PRD095,Agency appointment mapping,channel,agency_feed,Accuracy,9.8,Medium,Commercial Lines Ops,Open
DQ0320,PRD095,Claims lag validation,loss_ratio,claims,Timeliness,7.9,Medium,Commercial Lines Ops,Open
DQ0321,PRD096,Claims lag validation,loss_ratio,claims,Timeliness,12.8,High,Claims Data,Remediation Planned
DQ0322,PRD096,Policy count reconciliation,exposure_count,policy_admin,Completeness,11.1,Medium,Claims Data,Monitoring
DQ0323,PRD096,Catastrophe territory enrichment,loss_ratio,catastrophe_vendor,Completeness,11.7,Medium,Claims Data,In Review
DQ0324,PRD096,Agency appointment mapping,channel,agency_feed,Accuracy,10.6,Medium,Claims Data,Monitoring
