month,product_id,earned_premium,loss_ratio,combined_ratio,retention_rate,claims_satisfaction,kpi_quality_score
2025-08-01,PRD033,417269,52.7,80.7,95.5,95.2,75.7
2025-09-01,PRD033,415999,54.3,82.3,97.1,97.8,78.5
2025-10-01,PRD033,436454,51.2,79.2,98,98.2,78.2
2025-11-01,PRD033,412944,47.2,75.2,96.1,97.9,76.1
2025-12-01,PRD033,405136,50.8,78.8,96.4,96.9,72.4
2025-01-01,PRD034,170814,55.1,83.1,88.5,92.7,69.4
2025-02-01,PRD034,171459,57.3,85.3,89.5,93.3,72.1
2025-03-01,PRD034,181384,56.2,84.2,90.0,92.5,70.1
2025-04-01,PRD034,174414,58.2,86.2,88.3,91.5,73.4
2025-05-01,PRD034,176252,58.0,86.0,88.1,92.3,69.2
2025-06-01,PRD034,178429,59.3,87.3,88.5,91.0,74.1
2025-07-01,PRD034,171864,52.6,80.6,89.5,91.0,75.8
2025-08-01,PRD034,180986,58.1,86.1,90.1,91.9,70.8
2025-09-01,PRD034,167048,52.9,80.9,89.3,90.8,70.2
2025-10-01,PRD034,169017,57.4,85.4,89.9,91.1,70.0
2025-11-01,PRD034,175543,56.8,84.8,89.0,92.7,68.3
2025-12-01,PRD034,183852,59.4,87.4,89.2,92.0,72.9
2025-01-01,PRD035,316156,58.7,86.7,93.9,92.1,73.2
2025-02-01,PRD035,337935,49.8,77.8,96.7,91.3,74.4
2025-03-01,PRD035,333868,57.2,85.2,94.0,93.0,72.3
2025-04-01,PRD035,310889,54.4,82.4,95.0,91.8,76.0
2025-05-01,PRD035,328455,57.2,85.2,95.0,94.7,78.4
2025-06-01,PRD035,314837,52.4,80.4,93.8,88.6,73.6
2025-07-01,PRD035,310195,54.7,82.7,94.9,92.5,78.3
2025-08-01,PRD035,342535,51.3,79.3,92.9,91.6,79.8
2025-09-01,PRD035,340341,53.3,81.3,93.7,92.0,77.3
2025-10-01,PRD035,333763,55.0,83.0,96.6,89.1,77.0
2025-11-01,PRD035,325426,58.6,86.6,93.2,92.2,74.3
2025-12-01,PRD035,322703,54.0,82.0,94.8,90.5,77.9
2025-01-01,PRD036,341308,57.0,85.0,93.9,91.0,68.8
2025-02-01,PRD036,332488,59.6,87.6,94.2,89.7,69.6
2025-03-01,PRD036,323072,63.1,91.1,93.2,91.8,66.1
2025-04-01,PRD036,330076,54.8,82.8,95.6,93.2,68.2
2025-05-01,PRD036,322838,56.7,84.7,90.1,91.3,66.2
2025-06-01,PRD036,343830,60.8,88.8,91.6,91.1,69.3
2025-07-01,PRD036,341556,60.6,88.6,91.5,90.3,67.7
2025-08-01,PRD036,369264,54.2,82.2,94.2,91.7,68.2
2025-09-01,PRD036,367315,51.6,79.6,92.8,91.4,65.7
2025-10-01,PRD036,344266,61.2,89.2,94.1,92.9,69.7
2025-11-01,PRD036,340216,58.8,86.8,95.1,92.8,66.6
2025-12-01,PRD036,343173,60.0,88.0,92.5,93.1,68.9
2025-01-01,PRD037,263414,62.5,80.5,97.8,94.4,91.3
2025-02-01,PRD037,262968,62.8,80.8,95.4,91.5,94.2
2025-03-01,PRD037,274477,60.5,78.5,94.7,94.3,91.7
2025-04-01,PRD037,286122,63.8,81.8,96.8,93.3,90.3
2025-05-01,PRD037,277457,56.9,74.9,94.4,92.2,93.4
2025-06-01,PRD037,270310,58.4,76.4,97.2,93.1,87.5
2025-07-01,PRD037,278626,55.9,73.9,95.9,93.7,95.0
2025-08-01,PRD037,274859,55.2,73.2,97.1,93.6,86.6
2025-09-01,PRD037,270027,59.0,77.0,94.7,95.0,93.4
2025-10-01,PRD037,286702,60.5,78.5,96.0,93.7,94.7
2025-11-01,PRD037,289137,58.1,76.1,96.6,96.3,95.1
2025-12-01,PRD037,284245,58.1,76.1,97.6,91.5,93.1
2025-01-01,PRD038,205249,64.4,82.4,92.9,88.6,84.5
2025-02-01,PRD038,208567,67.0,85.0,93.5,92.1,82.9
2025-03-01,PRD038,204897,65.3,83.3,92.5,88.2,83.5
2025-04-01,PRD038,209487,66.0,84.0,93.7,88.1,87.8
2025-05-01,PRD038,197083,61.3,79.3,94.8,88.8,87.0
2025-06-01,PRD038,197178,62.6,80.6,93.9,92.6,80.1
2025-07-01,PRD038,211849,69.4,87.4,94.0,91.1,84.5
2025-08-01,PRD038,195943,66.0,84.0,91.8,89.9,80.7
2025-09-01,PRD038,192218,62.8,80.8,93.5,89.5,81.5
2025-10-01,PRD038,207842,56.3,74.3,89.9,91.0,86.5
2025-11-01,PRD038,198089,64.7,82.7,92.8,91.6,82.3
2025-12-01,PRD038,212156,60.5,78.5,93.9,91.0,85.3
2025-01-01,PRD039,329728,64.4,82.4,91.9,93.9,92.3
2025-02-01,PRD039,320015,63.9,81.9,92.4,94.3,90.7
2025-03-01,PRD039,316689,67.2,85.2,93.8,94.6,89.8
2025-04-01,PRD039,322170,66.6,84.6,92.3,91.9,91.6
2025-05-01,PRD039,345009,65.2,83.2,90.4,93.5,91.0
2025-06-01,PRD039,338718,64.2,82.2,92.2,91.6,91.3
2025-07-01,PRD039,309283,62.8,80.8,93.5,92.7,91.9
2025-08-01,PRD039,314036,60.6,78.6,94.5,94.1,93.2
2025-09-01,PRD039,319784,68.5,86.5,91.8,94.9,91.6
2025-10-01,PRD039,315112,59.4,77.4,93.6,95.1,88.7
2025-11-01,PRD039,339121,58.1,76.1,91.7,93.2,93.9
2025-12-01,PRD039,315898,61.2,79.2,93.7,92.5,89.5
2025-01-01,PRD040,316592,58.0,76.0,97.4,95.6,83.8
2025-02-01,PRD040,303077,60.9,78.9,96.0,93.3,83.2
2025-03-01,PRD040,318215,63.3,81.3,95.5,94.6,85.4
2025-04-01,PRD040,305039,63.0,81.0,96.5,97.1,87.0
2025-05-01,PRD040,308887,60.8,78.8,95.0,96.8,81.7
2025-06-01,PRD040,317280,65.2,83.2,95.9,93.4,84.4
2025-07-01,PRD040,330161,60.5,78.5,97.2,98.0,85.8
2025-08-01,PRD040,312302,60.9,78.9,96.3,93.6,81.2
2025-09-01,PRD040,328969,64.0,82.0,96.9,95.0,79.5
2025-10-01,PRD040,327719,59.4,77.4,95.9,94.8,84.8
2025-11-01,PRD040,330526,62.1,80.1,96.1,96.1,88.4
2025-12-01,PRD040,304569,65.5,83.5,96.4,94.7,81.7
2025-01-01,PRD041,239396,68.4,86.4,94.9,93.8,84.1
2025-02-01,PRD041,229486,69.8,87.8,95.8,92.2,83.8
2025-03-01,PRD041,229479,67.6,85.6,93.8,91.1,88.8
2025-04-01,PRD041,218658,69.4,87.4,91.6,92.1,88.4
2025-05-01,PRD041,242025,64.9,82.9,95.4,93.4,87.9
2025-06-01,PRD041,220750,68.0,86.0,92.9,91.5,88.6
2025-07-01,PRD041,247614,59.5,77.5,93.1,92.9,84.9
2025-08-01,PRD041,228602,67.5,85.5,93.5,91.3,85.8
2025-09-01,PRD041,229571,69.0,87.0,93.1,90.3,91.0
2025-10-01,PRD041,226998,61.6,79.6,93.0,92.4,89.2
2025-11-01,PRD041,236901,66.2,84.2,94.4,91.8,89.0
2025-12-01,PRD041,254233,65.5,83.5,94.0,91.3,91.2
2025-01-01,PRD042,319997,66.6,84.6,87.3,96.8,79.0
2025-02-01,PRD042,315027,68.1,86.1,88.6,96.0,80.5
2025-03-01,PRD042,321134,69.1,87.1,85.3,96.0,79.9
2025-04-01,PRD042,346854,65.8,83.8,86.9,95.7,82.8
2025-05-01,PRD042,325555,66.8,84.8,86.8,92.2,83.3
2025-06-01,PRD042,321086,64.5,82.5,88.0,92.3,83.1
2025-07-01,PRD042,326652,67.4,85.4,87.8,91.6,79.6
2025-08-01,PRD042,356182,62.9,80.9,85.6,92.8,79.7
2025-09-01,PRD042,353280,68.9,86.9,87.2,95.4,80.3
2025-10-01,PRD042,338648,62.9,80.9,87.6,93.1,80.6
2025-11-01,PRD042,349824,67.1,85.1,86.5,92.5,80.2
2025-12-01,PRD042,331419,72.3,90.3,87.8,94.2,78.6
2025-01-01,PRD043,84536,59.3,77.3,94.1,92.2,79.6
2025-02-01,PRD043,81765,59.6,77.6,94.9,93.4,77.9
2025-03-01,PRD043,83665,61.6,79.6,96.4,94.2,74.2
2025-04-01,PRD043,78008,58.0,76.0,93.6,91.3,77.1
2025-05-01,PRD043,79117,52.8,70.8,95.4,93.2,77.1
2025-06-01,PRD043,83270,56.6,74.6,94.4,89.7,78.0
2025-07-01,PRD043,80033,53.3,71.3,95.2,90.7,78.4
2025-08-01,PRD043,81735,52.7,70.7,95.6,92.4,75.6
2025-09-01,PRD043,87718,56.9,74.9,96.5,90.9,78.4
2025-10-01,PRD043,83309,55.9,73.9,94.2,92.0,77.4
2025-11-01,PRD043,84354,54.4,72.4,95.0,92.0,77.2
2025-12-01,PRD043,87085,52.0,70,93.5,92.0,78.5
2025-01-01,PRD044,187518,59.9,77.9,89.7,86.4,74.2
2025-02-01,PRD044,193983,60.5,78.5,91.5,87.5,70.2
2025-03-01,PRD044,208245,62.5,80.5,89.2,89.7,78.1
2025-04-01,PRD044,207056,62.2,80.2,89.8,88.5,78.7
2025-05-01,PRD044,187598,60.9,78.9,86.7,86.8,80.3
2025-06-01,PRD044,196783,58.6,76.6,90.4,82.7,70.9
2025-07-01,PRD044,205074,62.6,80.6,90.5,88.0,72.0
2025-08-01,PRD044,190155,56.6,74.6,89.8,83.7,74.5
2025-09-01,PRD044,200755,56.3,74.3,92.3,85.4,73.3
2025-10-01,PRD044,193655,59.8,77.8,89.0,85.8,78.6
2025-11-01,PRD044,195121,62.6,80.6,92.1,83.7,75.7
2025-12-01,PRD044,206058,59.2,77.2,89.3,86.5,79.3
2025-01-01,PRD045,297803,57.1,75.1,85.4,93.1,71.7
2025-02-01,PRD045,301243,57.8,75.8,86.5,92.1,71.9
2025-03-01,PRD045,297172,58.5,76.5,86.9,93.4,68.1
2025-04-01,PRD045,303422,55.8,73.8,85.4,92.6,69.4
2025-05-01,PRD045,289728,59.9,77.9,86.2,93.5,72.2
2025-06-01,PRD045,312140,57.1,75.1,84.9,92.2,65.8
2025-07-01,PRD045,289854,54.7,72.7,85.9,93.0,64.6
2025-08-01,PRD045,296431,57.0,75.0,86.1,94.9,66.3
2025-09-01,PRD045,305860,58.1,76.1,84.1,95.6,64.8
2025-10-01,PRD045,310163,53.3,71.3,87.9,92.7,67.5
2025-11-01,PRD045,297376,52.0,70,84.8,92.5,65.0
2025-12-01,PRD045,303896,63.7,81.7,86.0,93.0,68.5
2025-01-01,PRD046,166397,57.7,75.7,95.0,87.5,70.9
2025-02-01,PRD046,166631,61.8,79.8,96.2,92.8,73.2
2025-03-01,PRD046,176988,55.6,73.6,96.4,91.3,70.9
2025-04-01,PRD046,164966,60.1,78.1,95.9,93.9,73.3
2025-05-01,PRD046,178874,54.1,72.1,94.0,89.9,72.3
2025-06-01,PRD046,180433,60.1,78.1,96.3,90.5,70.9
2025-07-01,PRD046,187143,57.9,75.9,96.6,90.1,67.4
2025-08-01,PRD046,181697,58.0,76.0,97.2,89.3,70.7
2025-09-01,PRD046,169205,57.7,75.7,94.7,92.0,67.0
2025-10-01,PRD046,170295,52.4,70.4,94.5,90.1,68.1
2025-11-01,PRD046,188012,55.6,73.6,96.8,91.0,72.2
2025-12-01,PRD046,179368,61.3,79.3,95.6,93.0,67.8
2025-01-01,PRD047,242169,58.2,76.2,93.1,95.9,79.0
2025-02-01,PRD047,238754,58.7,76.7,94.1,98.9,78.4
2025-03-01,PRD047,267747,61.1,79.1,92.0,97.5,79.5
2025-04-01,PRD047,258742,59.0,77.0,93.4,95.0,80.7
2025-05-01,PRD047,263201,59.4,77.4,92.0,99,76.7
2025-06-01,PRD047,267710,52.7,70.7,92.4,97.9,77.9
2025-07-01,PRD047,260650,58.1,76.1,92.7,96.8,77.7
2025-08-01,PRD047,254744,55.5,73.5,94.2,95.8,74.1
2025-09-01,PRD047,278034,57.9,75.9,91.0,96.0,81.0
2025-10-01,PRD047,268391,55.1,73.1,92.0,97.6,76.9
2025-11-01,PRD047,285828,54.9,72.9,92.8,94.7,79.5
2025-12-01,PRD047,284688,60.4,78.4,94.0,97.9,79.0
2025-01-01,PRD048,231120,56.6,74.6,88.4,94.6,66.8
2025-02-01,PRD048,227272,62.1,80.1,88.4,93.7,71.5
2025-03-01,PRD048,231109,64.4,82.4,86.9,94.4,70.2
2025-04-01,PRD048,213212,61.0,79.0,84.5,94.5,70.8
2025-05-01,PRD048,220135,64.1,82.1,87.9,94.0,69.9
2025-06-01,PRD048,219969,54.4,72.4,84.8,92.5,66.0
2025-07-01,PRD048,240619,59.7,77.7,85.4,95.3,68.4
2025-08-01,PRD048,221230,62.4,80.4,87.9,95.0,72.2
2025-09-01,PRD048,220928,56.2,74.2,86.0,96.6,64.8
2025-10-01,PRD048,220543,59.4,77.4,85.3,95.0,72.8
2025-11-01,PRD048,225840,57.0,75.0,87.4,93.1,69.2
2025-12-01,PRD048,237168,60.5,78.5,86.3,94.5,68.8
2025-01-01,PRD049,6091856,65.8,90.8,91.6,88.2,92.8
2025-02-01,PRD049,5887000,63.1,88.1,93.2,90.5,95.7
2025-03-01,PRD049,5862551,61.9,86.9,92.3,88.7,94.2
2025-04-01,PRD049,5541826,61.7,86.7,93.2,89.2,93.4
2025-05-01,PRD049,6182686,66.2,91.2,92.3,90.8,95.3
2025-06-01,PRD049,6075035,57.7,82.7,92.1,89.5,92.3
2025-07-01,PRD049,6272737,58.3,83.3,91.5,90.2,91.0
2025-08-01,PRD049,6213360,65.2,90.2,92.4,86.5,90.1
2025-09-01,PRD049,6410550,60.2,85.2,94.1,93.3,93.4
2025-10-01,PRD049,6005664,62.6,87.6,92.3,88.6,93.4
2025-11-01,PRD049,6099336,55.0,80.0,91.9,90.0,91.7
2025-12-01,PRD049,6301186,61.4,86.4,93.2,89.6,94.1
2025-01-01,PRD050,4271952,70.7,95.7,86.8,90.6,79.6
2025-02-01,PRD050,4151833,67.9,92.9,87.5,91.0,80.2
2025-03-01,PRD050,4369196,71.4,96.4,88.2,91.9,81.4
2025-04-01,PRD050,4393859,71.1,96.1,87.9,89.5,79.6
2025-05-01,PRD050,4565336,69.9,94.9,87.7,93.1,78.1
2025-06-01,PRD050,4758427,64.8,89.8,86.9,94.0,74.3
2025-07-01,PRD050,4318837,68.6,93.6,86.9,92.2,80.0
2025-08-01,PRD050,4735075,63.8,88.8,86.7,93.4,79.9
2025-09-01,PRD050,4836899,64.8,89.8,88.1,94.7,74.3
2025-10-01,PRD050,4604862,74.5,99.5,87.0,92.3,75.1
2025-11-01,PRD050,5031769,64.9,89.9,88.8,92.8,74.8
2025-12-01,PRD050,4593867,72.0,97.0,87.2,89.6,76.5
2025-01-01,PRD051,2209161,70.9,95.9,81.9,95.2,82.1
2025-02-01,PRD051,2440307,70.3,95.3,79.8,94.0,83.3
2025-03-01,PRD051,2237814,69.9,94.9,80.6,95.1,82.6
2025-04-01,PRD051,2276789,72.2,97.2,83.2,94.3,84.3
2025-05-01,PRD051,2453791,66.7,91.7,82.1,95.5,81.3
2025-06-01,PRD051,2479630,64.8,89.8,81.3,93.3,78.4
2025-07-01,PRD051,2380054,68.6,93.6,80.6,94.0,83.8
2025-08-01,PRD051,2353771,62.7,87.7,82.6,93.1,86.3
2025-09-01,PRD051,2397209,66.6,91.6,80.1,93.8,81.8
2025-10-01,PRD051,2546747,68.3,93.3,81.6,94.8,82.1
2025-11-01,PRD051,2507450,69.3,94.3,80.6,94.8,85.4
2025-12-01,PRD051,2465128,65.0,90.0,79.8,94.2,84.3
2025-01-01,PRD052,2937598,78.9,103.9,86.6,89.9,74.7
2025-02-01,PRD052,2942540,74.0,99.0,87.4,95.0,75.7
2025-03-01,PRD052,3029903,76.4,101.4,86.1,94.2,71.3
2025-04-01,PRD052,3350712,80.0,105.0,86.9,90.2,72.1
2025-05-01,PRD052,3149173,71.5,96.5,84.6,91.9,72.5
2025-06-01,PRD052,3400596,71.4,96.4,84.4,92.7,76.3
2025-07-01,PRD052,3234561,71.8,96.8,87.8,93.0,78.1
2025-08-01,PRD052,3208980,69.5,94.5,86.9,93.5,75.2
2025-09-01,PRD052,3394791,73.3,98.3,87.9,90.5,77.1
2025-10-01,PRD052,3430252,71.1,96.1,85.3,91.6,72.0
2025-11-01,PRD052,3356791,73.6,98.6,85.8,96.0,73.2
2025-12-01,PRD052,3620141,75.2,100.2,84.7,94.7,76.6
2025-01-01,PRD053,5050555,74.8,99.8,93.0,87.2,87.0
2025-02-01,PRD053,5491577,77.0,102.0,92.1,87.4,91.6
2025-03-01,PRD053,5671816,76.2,101.2,91.0,84.8,90.4
2025-04-01,PRD053,5292832,75.0,100.0,93.7,87.8,84.4
2025-05-01,PRD053,5092471,77.3,102.3,91.9,84.3,91.0
2025-06-01,PRD053,5359412,70.6,95.6,93.6,86.5,87.2
2025-07-01,PRD053,5575087,76.6,101.6,93.4,86.6,89.7
2025-08-01,PRD053,5770544,74.5,99.5,92.6,86.1,90.5
2025-09-01,PRD053,5710984,73.9,98.9,92.9,85.3,85.0
2025-10-01,PRD053,5242329,77.1,102.1,91.4,83.1,84.2
2025-11-01,PRD053,5530665,72.2,97.2,94.4,87.7,87.8
2025-12-01,PRD053,5475149,76.5,101.5,91.8,88.3,89.6
2025-01-01,PRD054,3458188,72.0,97.0,85.3,87.4,79.1
2025-02-01,PRD054,3580720,68.1,93.1,85.0,87.0,82.6
2025-03-01,PRD054,3591264,68.9,93.9,85.9,87.4,79.8
2025-04-01,PRD054,3484652,73.6,98.6,85.8,87.9,81.2
2025-05-01,PRD054,3574752,72.7,97.7,84.0,89.1,79.1
2025-06-01,PRD054,3434073,66.4,91.4,86.7,87.8,77.2
2025-07-01,PRD054,3410853,70.7,95.7,86.1,87.4,81.7
2025-08-01,PRD054,3572333,65.0,90.0,85.6,86.9,75.6
2025-09-01,PRD054,3690376,68.0,93.0,84.1,87.4,81.0
2025-10-01,PRD054,3619831,67.2,92.2,83.5,91.5,76.3
2025-11-01,PRD054,3739271,68.3,93.3,85.1,89.0,80.7
2025-12-01,PRD054,3803879,67.3,92.3,83.3,88.9,81.5
2025-01-01,PRD055,5253287,73.7,98.7,91.3,91.2,80.4
2025-02-01,PRD055,5521778,71.1,96.1,90.4,89.3,78.8
2025-03-01,PRD055,5770638,71.7,96.7,90.8,91.5,78.9
2025-04-01,PRD055,5393930,80.4,105.4,90.4,89.2,80.0
2025-05-01,PRD055,5190880,71.8,96.8,91.2,90.5,81.4
2025-06-01,PRD055,5411049,69.7,94.7,90.9,89.1,81.6
2025-07-01,PRD055,5324222,72.8,97.8,89.6,90.3,82.0
2025-08-01,PRD055,5524577,68.9,93.9,91.5,91.1,77.9
2025-09-01,PRD055,5562428,72.3,97.3,90.5,90.5,79.0
2025-10-01,PRD055,5322743,68.9,93.9,91.1,90.0,79.6
2025-11-01,PRD055,5179150,67.4,92.4,91.2,89.1,78.1
2025-12-01,PRD055,5728338,74.8,99.8,92.1,90.9,83.7
2025-01-01,PRD056,3428082,63.7,88.7,88.5,88.4,78.7
2025-02-01,PRD056,3510794,68.4,93.4,88.2,88.9,79.7
2025-03-01,PRD056,3435602,71.2,96.2,90.2,91.0,79.3
2025-04-01,PRD056,3164967,65.9,90.9,90.0,89.2,80.0
2025-05-01,PRD056,3201054,66.1,91.1,90.1,86.4,75.7
2025-06-01,PRD056,3430470,66.4,91.4,89.2,89.4,78.9
2025-07-01,PRD056,3245352,64.8,89.8,89.7,88.2,78.2
2025-08-01,PRD056,3257212,63.5,88.5,89.0,89.4,83.9
2025-09-01,PRD056,3515378,63.0,88.0,89.6,89.4,78.3
2025-10-01,PRD056,3672321,68.7,93.7,91.5,90.3,79.0
2025-11-01,PRD056,3628600,63.4,88.4,91.6,88.5,80.8
2025-12-01,PRD056,3397132,66.4,91.4,89.2,87.7,75.0
2025-01-01,PRD057,4070920,67.1,92.1,92.7,90.9,80.5
2025-02-01,PRD057,4113437,64.9,89.9,93.3,88.7,80.6
2025-03-01,PRD057,4065791,63.3,88.3,93.9,91.8,84.1
2025-04-01,PRD057,4275471,68.3,93.3,92.8,91.9,82.2
2025-05-01,PRD057,3987255,60.7,85.7,93.8,90.2,80.8
2025-06-01,PRD057,4169025,65.5,90.5,94.0,91.0,83.0
2025-07-01,PRD057,4102909,66.5,91.5,93.9,90.6,83.9
2025-08-01,PRD057,4213673,67.9,92.9,92.7,91.5,82.6
2025-09-01,PRD057,3977757,64.3,89.3,91.9,92.5,78.7
2025-10-01,PRD057,4120642,62.1,87.1,93.1,94.9,78.4
2025-11-01,PRD057,3981904,64.4,89.4,93.2,91.3,83.8
2025-12-01,PRD057,4014540,64.6,89.6,93.7,91.6,80.0
2025-01-01,PRD058,1539125,75.6,100.6,85.7,97.1,71.0
2025-02-01,PRD058,1458664,71.4,96.4,86.6,95.4,72.2
2025-03-01,PRD058,1557955,66.2,91.2,85.2,97.0,74.5
2025-04-01,PRD058,1478647,70.8,95.8,86.2,95.3,72.3
2025-05-01,PRD058,1564909,66.1,91.1,86.7,96.4,73.4
2025-06-01,PRD058,1485674,65.1,90.1,87.0,95.6,76.8
2025-07-01,PRD058,1474903,67.6,92.6,86.0,93.9,76.7
2025-08-01,PRD058,1449905,65.6,90.6,85.3,96.0,72.7
2025-09-01,PRD058,1592812,61.2,86.2,88.3,95.3,71.6
2025-10-01,PRD058,1572081,62.6,87.6,88.3,96.9,75.9
2025-11-01,PRD058,1482939,65.9,90.9,86.3,95.6,76.5
2025-12-01,PRD058,1474950,64.4,89.4,84.4,96.4,78.4
2025-01-01,PRD059,1390182,61.2,86.2,88.0,93.0,78.8
2025-02-01,PRD059,1399886,62.2,87.2,87.4,92.9,81.3
2025-03-01,PRD059,1375675,63.9,88.9,88.1,92.1,83.2
2025-04-01,PRD059,1344546,63.6,88.6,89.4,92.8,80.0
2025-05-01,PRD059,1478912,61.9,86.9,87.1,92.4,81.0
2025-06-01,PRD059,1477279,62.6,87.6,88.8,91.7,81.2
2025-07-01,PRD059,1470944,62.2,87.2,87.3,94.0,83.1
2025-08-01,PRD059,1500240,64.7,89.7,87.7,89.0,83.4
2025-09-01,PRD059,1397976,60.4,85.4,88.3,89.7,82.6
2025-10-01,PRD059,1517621,61.5,86.5,85.9,93.3,79.2
2025-11-01,PRD059,1396852,60.5,85.5,87.4,90.2,80.5
2025-12-01,PRD059,1403081,67.5,92.5,89.2,91.9,77.0
2025-01-01,PRD060,1916762,78.1,103.1,89.6,91.6,69.1
2025-02-01,PRD060,1929284,73.7,98.7,91.7,91.3,72.2
2025-03-01,PRD060,2005187,76.4,101.4,88.8,89.3,66.4
2025-04-01,PRD060,2095731,80.8,105.8,89.9,90.0,73.4
2025-05-01,PRD060,2042504,71.9,96.9,88.9,90.5,73.5
2025-06-01,PRD060,2267693,74.2,99.2,90.3,92.8,68.8
2025-07-01,PRD060,2026182,72.3,97.3,90.8,88.6,71.3
2025-08-01,PRD060,2230578,74.0,99.0,90.4,92.9,73.2
2025-09-01,PRD060,2220241,70.1,95.1,89.5,91.6,71.8
2025-10-01,PRD060,2343724,80.9,105.9,89.3,89.4,70.5
2025-11-01,PRD060,2271837,76.4,101.4,89.3,90.4,68.5
2025-12-01,PRD060,2366657,76.4,101.4,89.1,90.9,67.9
2025-01-01,PRD061,2926236,89.3,115.3,78.5,76.0,92.0
2025-02-01,PRD061,3051427,87.7,113.7,79.3,77.4,93.5
2025-03-01,PRD061,2871051,87.0,113.0,78.2,76.4,96.1
2025-04-01,PRD061,2760688,85.0,111.0,79.8,79.3,97.9
2025-05-01,PRD061,2818239,83.0,109.0,79.4,75.0,96.6
2025-06-01,PRD061,3091892,87.1,113.1,79.8,77.0,92.2
2025-07-01,PRD061,2917359,88.7,114.7,78.1,76.8,95.0
2025-08-01,PRD061,3180416,83.4,109.4,80.4,77.0,96.7
2025-09-01,PRD061,3187102,80.5,106.5,77.3,78.2,96.5
2025-10-01,PRD061,2985068,85.7,111.7,78.9,76.1,97.6
2025-11-01,PRD061,3075903,85.3,111.3,79.2,75.4,95.5
2025-12-01,PRD061,3049647,86.5,112.5,79.3,78.1,95.8
2025-01-01,PRD062,1677109,80.2,106.2,81.0,84.2,74.6
2025-02-01,PRD062,1652856,83.7,109.7,82.9,82.9,76.8
2025-03-01,PRD062,1827184,78.5,104.5,82.4,83.0,81.2
2025-04-01,PRD062,1876240,82.3,108.3,81.7,81.3,77.5
2025-05-01,PRD062,1739632,82.4,108.4,81.6,80.9,75.2
2025-06-01,PRD062,1883140,76.8,102.8,81.0,82.9,78.1
2025-07-01,PRD062,1819909,84.1,110.1,78.9,81.9,78.4
2025-08-01,PRD062,1775710,76.4,102.4,80.2,85.6,79.0
2025-09-01,PRD062,1791049,77.3,103.3,80.1,81.2,78.3
2025-10-01,PRD062,1884312,80.0,106.0,79.3,80.8,75.4
2025-11-01,PRD062,1704192,74.5,100.5,80.3,82.0,75.9
2025-12-01,PRD062,1813412,74.2,100.2,81.1,85.7,76.8
2025-01-01,PRD063,3392663,84.4,110.4,84.3,79.3,85.2
2025-02-01,PRD063,3185609,79.6,105.6,80.8,80.5,85.0
2025-03-01,PRD063,3162461,81.0,107.0,83.2,82.6,86.3
2025-04-01,PRD063,3121877,85.4,111.4,82.9,83.0,85.5
2025-05-01,PRD063,3509359,80.5,106.5,84.1,81.3,82.4
2025-06-01,PRD063,3374936,83.5,109.5,83.1,81.5,82.4
2025-07-01,PRD063,3541504,81.3,107.3,86.3,79.7,79.1
2025-08-01,PRD063,3411607,75.9,101.9,84.7,82.5,84.7
2025-09-01,PRD063,3194727,76.4,102.4,84.2,79.1,82.9
2025-10-01,PRD063,3528863,82.6,108.6,82.8,82.7,82.8
2025-11-01,PRD063,3511375,81.6,107.6,83.3,77.1,81.5
2025-12-01,PRD063,3292877,81.8,107.8,82.6,77.7,84.7
2025-01-01,PRD064,2147718,85.4,111.4,78.2,78.8,78.0
2025-02-01,PRD064,2095478,78.1,104.1,77.1,78.8,85.9
2025-03-01,PRD064,2316118,81.7,107.7,79.6,80.0,84.5
2025-04-01,PRD064,2328813,82.2,108.2,78.7,79.6,84.2
2025-05-01,PRD064,2235656,81.5,107.5,77.5,79.0,84.5
2025-06-01,PRD064,2324138,85.1,111.1,77.9,77.3,83.2
2025-07-01,PRD064,2520161,82.4,108.4,78.5,80.7,81.4
2025-08-01,PRD064,2483156,77.9,103.9,76.9,80.0,81.7
2025-09-01,PRD064,2639072,79.1,105.1,75.3,80.1,81.1
2025-10-01,PRD064,2451324,82.0,108.0,77.5,80.8,86.5
2025-11-01,PRD064,2660667,82.4,108.4,76.9,80.2,84.1
2025-12-01,PRD064,2764326,85.6,111.6,78.1,78.3,82.0
2025-01-01,PRD065,1808255,94.2,120.2,77.3,72.2,94.4
2025-02-01,PRD065,1636622,94.4,120.4,78.9,72.8,91.9
2025-03-01,PRD065,1867938,95.6,121.6,78.1,70.9,92.4
2025-04-01,PRD065,1667920,95.9,121.9,77.9,71.0,90.0
2025-05-01,PRD065,1795980,93.1,119.1,78.4,71.2,91.6
2025-06-01,PRD065,1698245,88.4,114.4,77.4,72.9,94.6
2025-07-01,PRD065,1804737,87.9,113.9,77.0,76.6,90.7
2025-08-01,PRD065,1880598,86.6,112.6,79.2,76.1,93.7
2025-09-01,PRD065,1928084,90.4,116.4,78.5,74.2,93.3
2025-10-01,PRD065,1939016,92.2,118.2,78.0,73.8,90.9
2025-11-01,PRD065,1852274,91.2,117.2,79.4,72.5,88.9
2025-12-01,PRD065,1781028,89.6,115.6,76.8,76.6,88.0
2025-01-01,PRD066,1233155,97.6,123.6,73.9,65,83.5
2025-02-01,PRD066,1369400,93.2,119.2,71.6,67.5,79.5
2025-03-01,PRD066,1219667,97.1,123.1,72.9,67.9,81.9
